continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
Asia,Doctorate,Y,N,995,South,135866.13,Year,N,0,143
Africa,Master's,Y,N,2043,West,53557.18,Year,Y,0,62
Asia,Master's,Y,N,3504,Northeast,78160.6,Year,Y,1,185
North America,Master's,N,N,1805,West,47165.25,Year,Y,0,51
Asia,Doctorate,N,N,88484,South,53999.52,Year,Y,0,22
North America,Master's,N,N,831,Midwest,141351.26,Year,N,0,46
Asia,Master's,Y,N,59611,South,161699.75,Week,Y,0,30
Asia,Doctorate,N,N,223,South,124663.67,Year,Y,0,23
Asia,Bachelor's,N,Y,2127,South,120022.22,Year,Y,1,22
Asia,Bachelor's,N,N,1814,Northeast,134653.68,Year,N,1,23
North America,Bachelor's,Y,N,2970,South,122771.52,Year,Y,0,22
Europe,High School,N,N,17388,West,16911.35,Year,Y,0,35
Asia,Master's,N,N,1871,Midwest,782.6246,Hour,Y,1,48
Asia,Master's,N,N,5485,Northeast,83264.09,Year,Y,1,38
Asia,High School,Y,N,918,South,626.7561,Hour,Y,1,36
Asia,Bachelor's,Y,N,1560,Northeast,67957.66,Year,Y,0,18
Asia,Bachelor's,Y,N,389,West,83766.6,Year,Y,1,14
Asia,High School,N,N,307,South,359.7006,Hour,Y,0,93
Asia,Master's,N,N,2273,South,906.9333,Hour,Y,1,17
Asia,Bachelor's,Y,N,1051,South,852.32,Year,Y,1,24
Asia,Bachelor's,N,N,2391,Northeast,65430.83,Year,Y,1,46
North America,High School,Y,N,2877,West,83608.9,Year,Y,0,10
Europe,Bachelor's,N,N,954,Northeast,82186.65,Year,N,1,50
Asia,Bachelor's,N,Y,862,Midwest,60002.59,Year,Y,1,10
Asia,Master's,Y,N,28870,South,102438.68,Year,N,0,23
Asia,Bachelor's,N,N,43,Northeast,117719.57,Year,Y,0,23
North America,Master's,Y,N,47,South,234308.77,Year,N,0,22
Oceania,Master's,Y,N,264,South,203769.29,Year,Y,0,40
Asia,Bachelor's,N,N,986,West,44077.46,Year,Y,1,19
South America,Master's,Y,N,3039,West,96504.09,Year,Y,1,23
Asia,Master's,Y,N,815,South,3232.72,Year,Y,0,12
Asia,High School,Y,N,248,South,105995.03,Year,N,1,23
Europe,Doctorate,Y,N,72,South,3715.06,Year,Y,0,39
Asia,High School,N,Y,1806,South,82442.81,Year,Y,0,22
North America,Bachelor's,Y,N,4668,South,207167.61,Year,Y,1,24
Europe,Bachelor's,Y,N,3611,Island,130749.9,Year,Y,0,27
Asia,Bachelor's,N,N,981,Northeast,98089.76,Year,Y,1,76
Asia,Master's,N,N,2008,West,165421.04,Month,Y,1,67
North America,Bachelor's,N,N,5366,West,52533.23,Year,Y,1,73
Europe,Bachelor's,N,Y,1872,South,75195.5,Year,Y,1,158
Oceania,Master's,N,N,3173,Northeast,122.65,Hour,Y,1,30
Europe,Doctorate,Y,N,1758,Northeast,31651.06,Year,Y,1,45
Asia,Bachelor's,Y,N,3164,Northeast,115051.81,Year,Y,0,46
Asia,Master's,Y,N,4949,West,65710.83,Year,Y,0,57
Asia,High School,N,N,2289,Midwest,92302.36,Year,Y,1,37
North America,Master's,Y,Y,1841,South,105585.95,Year,Y,0,18
Asia,Master's,N,N,1472,Midwest,215525.05,Year,Y,1,17
North America,Bachelor's,N,N,3065,Northeast,699.9581,Hour,Y,1,168
Asia,Bachelor's,N,N,4796,Northeast,135104.5,Year,Y,0,12
Asia,Master's,Y,N,1605,Northeast,38500.66,Year,Y,0,11
Asia,Master's,N,N,3323,Midwest,57590.66,Year,Y,0,18
Africa,High School,Y,N,2461,West,937.3771,Hour,Y,1,54
Asia,Master's,Y,N,2666,South,96115.91,Year,N,0,16
Asia,Bachelor's,N,N,683,South,97652.48,Year,Y,1,15
Europe,Bachelor's,Y,N,2188,Midwest,9118.99,Year,Y,0,17
Asia,Master's,Y,N,2950,Northeast,124974.58,Year,N,0,155
Europe,Master's,N,N,1872,South,14943.16,Year,Y,0,18
Asia,Bachelor's,N,N,1147,South,79251.87,Year,Y,0,42
Asia,Bachelor's,N,N,2087,Northeast,55777.72,Year,Y,0,16
Europe,Doctorate,Y,N,3140,West,5947.12,Year,Y,0,83
North America,Master's,Y,N,4816,Northeast,109195.65,Year,N,0,47
Asia,Bachelor's,N,N,405,South,109743.64,Year,Y,1,58
Asia,Master's,N,N,67,Northeast,235.02,Year,Y,0,25
Asia,High School,Y,N,2452,Northeast,26766.3,Year,Y,0,10
Asia,Bachelor's,Y,N,3408,Midwest,67744.54,Year,N,0,93
Asia,Master's,Y,N,1016,Northeast,120070.0,Year,N,0,39
North America,High School,Y,N,3994,South,75734.27,Year,Y,0,134
Asia,High School,Y,N,2539,Midwest,153522.34,Year,Y,0,77
North America,Bachelor's,Y,N,2553,South,244457.48,Year,Y,0,133
North America,High School,N,N,2957,Northeast,59584.77,Year,Y,0,168
North America,Master's,Y,N,99872,Northeast,32409.37,Year,Y,0,37
Asia,Bachelor's,Y,N,913,West,12165.84,Year,Y,0,191
Europe,High School,Y,N,3683,West,87573.18,Year,Y,0,40
Asia,Master's,Y,N,401,Northeast,58489.89,Year,Y,0,34
North America,Master's,N,N,3651,West,48220.39,Year,Y,1,13
Asia,Master's,Y,N,214,Northeast,185347.74,Year,Y,1,23
Europe,Bachelor's,Y,N,2535,Northeast,51451.98,Year,Y,0,32
Asia,Master's,Y,N,1441,West,102129.46,Year,Y,0,20
Europe,Bachelor's,N,N,2404,Northeast,19384.16,Year,Y,0,13
Asia,Master's,Y,N,2789,West,98661.62,Year,Y,0,10
Asia,Bachelor's,N,Y,20536,South,117973.61,Year,Y,0,7
Asia,Bachelor's,Y,Y,346,South,20804.15,Year,Y,0,29
Asia,Master's,N,N,853,Northeast,156.3038,Hour,Y,1,23
Europe,Doctorate,Y,N,1700,South,83770.01,Year,Y,0,34
Asia,Bachelor's,Y,N,463,Northeast,96238.49,Year,Y,0,17
Asia,Master's,Y,N,1932,Island,31871.43,Year,Y,0,39
North America,Bachelor's,N,N,3461,South,118245.77,Year,N,1,18
Europe,Doctorate,N,N,1385,West,735.71,Year,Y,1,25
South America,Master's,Y,N,1754,Island,100114.06,Year,Y,1,29
Europe,Bachelor's,N,N,1337,West,52097.71,Year,Y,0,9
Europe,Bachelor's,N,Y,2859,West,120862.55,Year,Y,0,29
Europe,Master's,Y,N,2812,Island,109831.16,Year,N,0,71
North America,Master's,Y,N,2224,West,82079.49,Year,N,1,42
Asia,Master's,N,Y,1941,South,99478.67,Year,Y,0,10
North America,Master's,Y,N,691,Midwest,147430.45,Year,Y,0,31
South America,Bachelor's,N,N,2093,South,419.7764,Hour,Y,1,14
Europe,Master's,Y,N,1978,Northeast,23311.5,Year,Y,0,10
Asia,Master's,N,N,4212,West,69583.28,Year,Y,1,76
Europe,Master's,Y,N,1306,West,36687.83,Year,Y,0,17
Asia,Bachelor's,N,N,941,South,64296.24,Year,Y,0,34
North America,Master's,N,N,1226,Northeast,231426.9,Year,N,1,9
Asia,Bachelor's,Y,N,3071,West,129267.0,Year,Y,0,56
Europe,Doctorate,Y,N,2623,South,13887.91,Year,Y,0,11
Asia,Master's,Y,N,786,South,49160.78,Year,Y,0,11
Asia,Master's,N,N,582,South,92051.71,Year,Y,0,52
Asia,Bachelor's,N,N,4138,South,84318.39,Year,Y,1,130
Asia,Master's,N,N,5207,West,115734.93,Year,N,0,28
Asia,Master's,Y,N,1956,West,27426.08,Year,Y,0,11
Asia,Master's,N,N,2726,Northeast,8717.72,Year,Y,0,185
Asia,Master's,Y,N,2849,South,125106.92,Year,N,0,14
North America,Bachelor's,Y,N,3310,West,156749.08,Year,Y,0,17
Europe,Bachelor's,N,Y,847,West,7959.97,Year,Y,0,24
Asia,Bachelor's,Y,N,1721,Northeast,4092.89,Year,Y,0,27
Asia,Master's,Y,N,5683,Midwest,104478.71,Year,N,1,18
Asia,Master's,N,N,3138,Northeast,121.24,Hour,Y,1,76
Asia,Master's,N,N,3208,South,81536.29,Year,Y,0,22
Africa,Master's,Y,N,4534,Northeast,128574.6,Year,Y,1,57
Asia,High School,Y,N,666,Midwest,116712.38,Year,Y,0,84
Asia,Bachelor's,Y,N,4289,South,204055.16,Year,Y,1,21
Europe,High School,Y,N,2994,South,3048.5,Month,Y,0,62
Asia,High School,N,N,318,South,88883.13,Year,N,1,192
Asia,Bachelor's,Y,N,1020,Midwest,67631.94,Year,Y,0,17
Asia,High School,Y,N,821,South,152792.17,Year,Y,1,101
Europe,Doctorate,N,N,51569,Northeast,8476.52,Year,Y,0,24
Europe,Master's,N,N,132782,Northeast,83488.1,Year,Y,0,30
Asia,Bachelor's,Y,N,360,West,95633.63,Year,Y,1,83
Asia,High School,Y,N,3145,West,62740.98,Year,Y,1,192
Asia,High School,N,N,656,Northeast,40732.54,Year,Y,1,45
Asia,Master's,Y,N,1976,South,96508.0,Year,Y,0,55
South America,Doctorate,Y,Y,242,West,63051.5,Year,Y,0,25
Africa,Master's,Y,N,1885,West,47639.56,Year,Y,0,31
North America,Master's,Y,N,4703,Northeast,11709.44,Year,Y,0,22
Asia,Master's,Y,N,4879,Northeast,72361.75,Year,Y,0,13
Asia,Bachelor's,N,N,2775,West,83055.08,Year,Y,1,10
Asia,Master's,Y,N,552,Midwest,119266.22,Year,Y,0,28
Asia,Master's,N,N,1217,South,66323.31,Year,Y,0,14
North America,Master's,N,N,2205,Northeast,511.4655,Hour,Y,1,46
Asia,Master's,N,N,548,Midwest,125472.25,Year,Y,0,25
Europe,Bachelor's,Y,N,874,Northeast,84595.79,Year,Y,0,37
Asia,Master's,Y,N,1337,Midwest,60522.85,Year,Y,0,54
Asia,Bachelor's,N,N,338,South,222730.57,Year,Y,0,18
Asia,Bachelor's,Y,Y,2853,West,80898.03,Year,Y,0,35
Asia,High School,Y,N,2905,Midwest,87683.92,Year,Y,1,18
Asia,Bachelor's,Y,N,245,South,12580.88,Year,Y,0,36
Asia,Bachelor's,Y,N,2624,Northeast,29350.94,Year,Y,0,10
Asia,Bachelor's,Y,N,3735,Northeast,102879.08,Year,Y,0,131
Asia,Bachelor's,Y,N,1889,West,115310.83,Year,N,1,18
Europe,Master's,Y,N,5504,South,59125.18,Year,Y,0,27
Asia,High School,Y,N,3729,South,99865.67,Year,Y,0,25
Europe,Master's,Y,N,1276,West,33391.08,Year,Y,0,83
Asia,Bachelor's,Y,N,5580,West,110204.37,Year,Y,0,27
Europe,High School,Y,N,3778,South,11175.94,Year,Y,1,54
Europe,Master's,N,N,1320,Northeast,203162.59,Year,Y,0,46
Asia,Master's,N,N,1383,Midwest,718.027,Hour,Y,0,19
North America,Master's,N,N,2250,South,321.4051,Hour,Y,0,54
Asia,Master's,Y,N,873,Midwest,58472.81,Year,Y,0,28
North America,Doctorate,Y,N,2177,West,10327.68,Year,Y,0,30
Europe,Bachelor's,N,Y,2687,South,88994.58,Year,Y,0,19
Asia,High School,N,N,2313,West,92219.53,Year,Y,1,24
Asia,Master's,N,N,5198,South,101607.49,Year,N,0,14
North America,Master's,Y,N,3471,South,63235.89,Year,Y,0,16
Asia,Master's,Y,N,163,Northeast,54620.95,Year,Y,0,23
Europe,Doctorate,Y,N,2364,South,38544.47,Year,Y,0,53
Europe,Bachelor's,Y,N,2375,West,87871.33,Year,Y,0,19
Europe,High School,Y,N,3253,West,27039.06,Year,Y,0,21
Asia,Master's,N,N,1117,Midwest,68956.1,Year,Y,0,12
Asia,Master's,Y,N,4359,West,53199.97,Year,Y,0,24
Asia,Bachelor's,N,Y,2121,West,71142.72,Year,Y,1,24
Asia,Master's,N,N,534,Northeast,44892.39,Year,Y,1,18
Asia,Bachelor's,N,N,2500,Northeast,105.87,Hour,Y,0,52
Asia,Bachelor's,N,N,149,Midwest,169063.75,Year,Y,0,10
North America,Doctorate,N,Y,786,Northeast,79914.33,Year,Y,0,124
Europe,Bachelor's,Y,N,4167,West,79341.16,Year,Y,0,39
Asia,Bachelor's,N,N,2342,Northeast,114357.35,Year,Y,1,16
Europe,Doctorate,N,N,4296,South,6941.67,Year,Y,0,15
Asia,Bachelor's,Y,N,3647,Midwest,52770.8,Year,Y,1,121
Asia,Master's,Y,N,2973,Midwest,85406.36,Year,Y,0,17
Asia,Bachelor's,Y,Y,149,South,109057.27,Year,Y,1,23
Africa,Bachelor's,Y,N,4338,Midwest,144189.29,Year,Y,0,168
Europe,Doctorate,Y,N,3147,West,14785.44,Year,Y,0,18
North America,Bachelor's,Y,N,15159,South,60267.29,Year,Y,0,46
Asia,High School,Y,N,1065,Northeast,36182.96,Year,Y,0,12
Asia,Master's,Y,N,4958,South,27437.79,Year,Y,0,35
North America,High School,Y,Y,1459,Northeast,814.0594,Hour,Y,0,74
Asia,Master's,Y,N,3457,Northeast,33084.03,Year,Y,1,17
Europe,Master's,Y,Y,3319,Northeast,71392.67,Year,Y,1,19
Asia,Bachelor's,N,N,3658,Midwest,146429.5,Year,Y,0,26
Asia,Master's,Y,N,2894,Northeast,40645.14,Year,Y,0,26
North America,Bachelor's,Y,N,4931,Midwest,22497.09,Year,Y,0,60
Asia,Bachelor's,N,N,3727,West,98697.42,Year,Y,1,22
Asia,Master's,N,N,3559,Northeast,140666.12,Year,N,1,55
Asia,Bachelor's,N,N,802,Midwest,138514.52,Year,Y,0,25
Europe,Master's,Y,N,253,Northeast,66576.59,Year,Y,0,21
Asia,Master's,Y,N,1839,Northeast,3110.69,Year,Y,0,19
Asia,Bachelor's,Y,N,3213,South,119483.69,Year,Y,0,15
Europe,Master's,Y,N,982,Midwest,171220.38,Year,Y,0,26
Asia,Bachelor's,Y,N,2985,South,85349.39,Year,Y,0,15
North America,Master's,Y,N,2674,Northeast,106729.34,Year,Y,1,15
Asia,Master's,N,N,130,South,126.67,Hour,Y,0,24
Asia,Master's,Y,N,5061,South,3219.01,Year,Y,0,13
Africa,Master's,Y,N,4642,Midwest,124895.0,Year,Y,0,34
North America,Master's,N,N,1534,South,144292.14,Year,Y,0,26
Europe,Master's,Y,Y,3326,West,78458.07,Year,Y,0,37
Asia,Master's,N,N,1714,South,558.3664,Hour,Y,0,203
Asia,Master's,N,N,1055,Northeast,72681.41,Year,N,0,18
Asia,Master's,Y,N,3323,Northeast,47093.1,Year,N,0,174
Asia,Doctorate,N,Y,3466,Northeast,20263.02,Year,Y,0,77
Asia,Master's,Y,N,5959,West,60783.29,Year,Y,0,15
Europe,High School,Y,N,1514,Northeast,106829.01,Year,Y,0,24
Europe,High School,Y,N,1915,West,31524.7,Year,Y,1,22
North America,Bachelor's,Y,N,2953,West,22810.37,Year,Y,1,17
Asia,Bachelor's,Y,N,835,West,81557.74,Year,Y,0,214
Asia,Master's,Y,N,1976,South,101497.72,Year,Y,0,22
North America,Bachelor's,Y,N,1182,Midwest,100352.79,Year,Y,1,13
Asia,Bachelor's,Y,N,49,South,28006.81,Year,Y,1,31
Asia,High School,N,N,67753,Northeast,913.2244,Hour,Y,1,36
Asia,Bachelor's,N,Y,1442,South,113487.85,Year,Y,0,47
Asia,Master's,Y,N,1874,West,41178.56,Year,Y,0,102
Asia,Master's,N,N,1422,Midwest,95827.95,Year,Y,0,23
Asia,Bachelor's,Y,N,480,Northeast,62183.19,Year,Y,0,13
Asia,Bachelor's,Y,N,2168,Northeast,10283.24,Year,Y,0,52
Asia,High School,Y,N,2449,West,9255.26,Year,Y,1,31
Asia,Bachelor's,Y,N,1562,South,54112.42,Year,Y,0,124
North America,Master's,Y,N,3529,South,116524.43,Year,N,0,14
North America,Master's,Y,N,1826,South,75377.8,Year,N,0,84
Europe,Bachelor's,Y,N,2939,Northeast,53439.31,Week,Y,0,155
Asia,Master's,Y,N,19813,Northeast,29524.14,Year,Y,0,185
North America,Bachelor's,N,Y,2205,South,125757.81,Year,Y,1,111
Asia,Bachelor's,N,N,1946,West,127548.46,Year,Y,1,17
Asia,Bachelor's,Y,N,1281,Northeast,13127.45,Year,Y,1,192
Asia,Bachelor's,N,N,4976,West,146655.47,Year,Y,1,23
Asia,Master's,Y,N,3171,West,37064.04,Year,Y,0,85
Asia,Doctorate,N,N,597,Midwest,84233.28,Year,N,0,26
North America,High School,Y,N,1368,West,236.861,Hour,Y,1,22
Asia,Doctorate,N,N,2656,Northeast,35560.15,Year,Y,0,30
Asia,Master's,N,N,731,South,270599.15,Year,N,1,11
Asia,Bachelor's,Y,Y,4563,Northeast,144320.75,Year,Y,0,24
North America,Bachelor's,Y,Y,150,South,84339.23,Year,Y,1,18
Asia,Master's,Y,N,3268,Midwest,101371.21,Year,Y,0,11
Asia,Master's,N,N,3444,South,798.4359,Hour,Y,1,55
Asia,Bachelor's,N,N,1980,Midwest,50394.41,Year,Y,0,16
Asia,Bachelor's,N,N,1313,West,102114.62,Year,Y,1,24
Asia,Doctorate,Y,N,4188,West,48770.49,Year,Y,0,15
North America,Bachelor's,Y,N,1845,South,101.99,Hour,Y,1,69
Europe,Bachelor's,Y,N,618,West,116526.54,Year,Y,1,14
Asia,Master's,Y,N,760,Midwest,223128.23,Year,Y,0,34
Europe,Master's,Y,N,4538,South,85217.54,Year,Y,0,15
Europe,Doctorate,N,Y,15050,Northeast,78308.2,Year,Y,1,54
Asia,Master's,Y,N,4123,South,67377.09,Year,Y,0,16
Asia,Master's,N,N,1510,South,110542.93,Year,Y,0,32
Asia,Master's,Y,N,1726,Midwest,145363.03,Year,Y,0,39
Asia,High School,Y,N,4844,South,105269.56,Year,Y,0,50
Europe,Doctorate,Y,N,1474,West,8455.57,Year,Y,0,15
Europe,Master's,Y,N,1608,South,130610.73,Year,Y,0,45
Asia,Bachelor's,Y,Y,505,West,129422.72,Year,Y,1,20
Asia,High School,N,N,1943,West,83274.88,Year,Y,0,86
Europe,Master's,Y,N,1995,Northeast,106631.92,Year,Y,0,11
Asia,High School,Y,N,10137,Midwest,109795.77,Year,Y,0,17
Asia,Master's,N,Y,144,Northeast,42692.99,Year,Y,0,18
Asia,Bachelor's,Y,N,3968,South,32361.59,Year,N,0,40
Asia,Bachelor's,Y,Y,317,Northeast,244938.45,Year,Y,1,14
Asia,Bachelor's,Y,N,2665,West,31701.58,Year,Y,0,43
Europe,Master's,N,N,5573,South,33007.19,Year,N,0,37
Asia,Bachelor's,Y,N,1211,Northeast,122.65,Hour,Y,1,147
Asia,Bachelor's,Y,N,695,West,46897.55,Year,Y,0,18
Asia,Bachelor's,N,Y,2237,West,114442.35,Year,Y,1,75
Europe,Master's,Y,N,2216,Northeast,118495.9,Year,Y,0,76
Asia,Master's,Y,N,210,Midwest,112842.28,Year,Y,0,29
Asia,Bachelor's,Y,N,1641,South,67086.02,Year,Y,0,38
Asia,Doctorate,N,Y,1019,West,93896.64,Year,Y,0,26
Asia,Bachelor's,Y,N,160,West,20408.29,Year,Y,0,47
Asia,Master's,Y,N,3575,Northeast,865.0057,Hour,Y,0,18
North America,Master's,Y,N,2585,South,52486.74,Year,Y,0,37
Europe,Doctorate,N,Y,501,Northeast,73749.93,Year,Y,0,37
North America,High School,Y,N,1037,Island,56348.85,Year,Y,1,29
South America,Bachelor's,Y,N,855,Northeast,235.23,Hour,Y,1,63
Asia,Master's,Y,N,3159,Midwest,81913.56,Year,Y,0,17
Asia,Master's,N,N,535,South,111.2,Hour,Y,1,30
Asia,Bachelor's,N,N,3517,West,116.37,Hour,Y,1,23
Europe,Bachelor's,Y,N,3433,Northeast,30149.6,Year,Y,0,28
Asia,Master's,Y,N,3495,West,70152.5,Year,Y,1,34
Asia,Bachelor's,Y,N,1006,Northeast,50612.84,Year,Y,0,14
Asia,Master's,N,N,4505,Midwest,54700.7,Year,Y,0,10
South America,High School,Y,Y,64,Northeast,96560.28,Week,Y,1,27
Europe,Doctorate,Y,N,11013,Northeast,2864.21,Year,Y,1,22
Asia,Master's,Y,N,468,Northeast,22820.83,Week,Y,0,10
Asia,Doctorate,Y,N,1168,South,12844.97,Year,Y,0,11
Asia,Master's,N,N,1318,Northeast,59665.28,Year,Y,1,34
Asia,Master's,Y,N,582,Midwest,114876.33,Year,Y,0,39
Europe,Bachelor's,N,N,4290,West,144289.68,Year,Y,0,107
Asia,Bachelor's,Y,N,3078,West,41783.69,Year,Y,1,36
Europe,Master's,Y,N,427,South,137479.06,Year,Y,0,46
Asia,High School,Y,N,667,Northeast,99551.16,Year,Y,1,23
Oceania,Master's,N,N,791,Northeast,24593.35,Year,Y,1,54
Asia,Bachelor's,N,Y,2090,South,109495.97,Year,Y,0,12
Asia,High School,Y,N,4547,South,56816.86,Year,Y,1,12
Asia,High School,Y,N,955,South,150899.42,Year,Y,0,173
Asia,Bachelor's,Y,N,5356,Northeast,22997.27,Year,Y,0,111
Asia,Master's,N,N,395,Northeast,79.8269,Hour,Y,0,47
Asia,Master's,N,N,1419,West,15184.57,Year,N,0,34
Asia,Doctorate,Y,N,3809,South,62185.1,Year,Y,0,44
Asia,Master's,Y,N,5175,Midwest,47797.7,Year,N,0,61
Asia,Bachelor's,Y,Y,36,West,161397.13,Year,Y,1,23
North America,Bachelor's,Y,N,1539,South,72287.41,Year,Y,1,139
Asia,Master's,Y,N,1415,Northeast,17471.12,Year,Y,0,19
Asia,Master's,Y,N,14233,Northeast,58718.08,Year,Y,0,16
Asia,Bachelor's,Y,N,380,South,97785.79,Year,Y,0,16
Europe,Bachelor's,N,Y,4353,West,159633.36,Year,Y,0,51
Asia,Master's,Y,N,1978,South,259739.35,Year,Y,0,21
Asia,Master's,Y,N,3209,West,143203.11,Year,N,0,19
Europe,Bachelor's,N,N,4828,West,59282.65,Year,Y,0,27
Asia,Master's,Y,N,1104,West,34634.3,Year,Y,0,14
Europe,High School,Y,N,4696,South,158709.54,Year,N,1,44
Asia,Bachelor's,Y,N,2231,South,115082.46,Year,Y,1,59
Asia,Bachelor's,Y,N,1114,South,44663.65,Year,Y,0,18
Europe,Doctorate,N,N,4705,West,54961.27,Year,Y,0,23
Oceania,Bachelor's,Y,N,1985,Midwest,74959.05,Year,Y,0,55
Asia,Bachelor's,Y,N,3872,Northeast,92577.4,Year,Y,0,11
Asia,High School,N,N,3716,Midwest,311.1659,Hour,Y,0,24
Asia,Bachelor's,N,N,2162,Midwest,37502.52,Year,Y,0,26
Asia,Bachelor's,N,N,4851,Northeast,83761.75,Year,Y,0,27
Asia,High School,N,N,610,South,84254.52,Year,N,0,23
Europe,Master's,Y,N,920,Northeast,524.76,Year,Y,0,19
Asia,High School,Y,Y,3193,West,68630.14,Year,Y,0,72
Europe,Bachelor's,Y,N,3974,Northeast,30106.92,Year,Y,0,185
North America,Bachelor's,Y,N,5940,West,34893.31,Year,Y,1,53
Asia,High School,Y,N,3678,Northeast,34199.23,Year,Y,1,14
Asia,Master's,N,N,2721,Midwest,55310.41,Year,Y,0,66
Asia,High School,N,N,1034,Northeast,210.7526,Hour,Y,1,18
Asia,Master's,Y,Y,1601,South,107378.98,Year,Y,0,10
North America,Bachelor's,Y,N,1926,West,86467.72,Year,Y,1,39
Asia,Master's,N,N,159,Northeast,9736.73,Year,Y,0,85
Asia,Master's,Y,N,377,Midwest,155183.33,Year,Y,0,22
Asia,Master's,Y,N,159,Midwest,78233.42,Year,Y,0,138
Asia,Master's,Y,N,5601,South,98551.54,Year,N,0,18
North America,Master's,Y,N,1218,South,54959.21,Year,Y,0,30
Asia,Master's,Y,N,4801,Northeast,8123.95,Year,Y,1,46
Asia,Bachelor's,N,N,2543,Northeast,78893.64,Year,Y,1,84
Asia,Bachelor's,N,N,174,South,155673.65,Year,Y,1,42
Asia,Bachelor's,N,N,3388,Midwest,223357.39,Year,Y,0,29
Asia,Bachelor's,N,N,512,Northeast,61246.03,Year,Y,1,73
Asia,Bachelor's,N,N,1109,South,154764.83,Year,Y,0,20
Asia,Master's,Y,N,20,South,70136.63,Year,Y,0,48
Asia,High School,Y,Y,3105,West,119147.19,Year,Y,0,22
South America,Bachelor's,N,N,1904,West,105575.01,Year,Y,0,20
Asia,Bachelor's,Y,N,1139,Northeast,8667.23,Year,Y,0,137
Asia,Bachelor's,Y,N,672,Midwest,66360.94,Year,Y,0,25
Asia,Bachelor's,N,N,228,Midwest,100023.97,Year,Y,0,55
Africa,Bachelor's,N,N,29,Northeast,826.7279,Hour,Y,1,57
Europe,Master's,Y,N,2686,Midwest,22939.26,Year,Y,0,69
Asia,Master's,Y,N,2099,Northeast,770.517,Hour,Y,0,23
Asia,High School,Y,N,182,South,50581.41,Year,Y,1,24
North America,Master's,N,N,41430,West,67529.67,Year,Y,1,33
Asia,Bachelor's,Y,N,3218,Northeast,124682.81,Year,Y,1,13
Asia,Master's,Y,Y,2377,West,40148.97,Year,Y,1,29
North America,Bachelor's,Y,N,3423,West,26421.66,Year,Y,0,14
Asia,Bachelor's,N,N,1673,Northeast,134015.26,Year,Y,0,16
North America,Bachelor's,Y,N,2369,Northeast,6450.14,Year,Y,0,26
Asia,Master's,Y,N,3392,Northeast,18674.63,Year,Y,0,38
Asia,Bachelor's,N,Y,3650,Midwest,83183.51,Year,Y,0,23
Africa,Master's,N,N,2564,Northeast,100066.51,Year,Y,0,107
Asia,Master's,Y,N,2838,South,126022.16,Year,Y,0,49
Asia,High School,Y,N,619,West,111997.5,Year,Y,1,23
Asia,Bachelor's,N,N,2025,Northeast,34288.35,Year,Y,1,47
Asia,Master's,Y,N,5193,Midwest,284220.42,Year,Y,0,15
Asia,Master's,N,N,4746,Midwest,127706.35,Year,N,0,20
Europe,Doctorate,Y,N,213,West,18299.42,Year,Y,0,11
Asia,Master's,N,N,418,Northeast,133220.07,Year,N,1,23
Asia,Bachelor's,Y,N,673,South,112604.15,Year,Y,0,18
Asia,Master's,Y,N,1892,Northeast,114313.6,Year,N,0,13
Asia,High School,Y,N,688,South,128209.74,Year,N,0,74
Asia,Bachelor's,Y,N,913,Northeast,552.3862,Hour,Y,1,36
Asia,Bachelor's,N,N,4133,West,109442.71,Year,Y,1,18
Asia,Master's,Y,N,567,South,17077.68,Year,Y,0,17
Asia,High School,Y,N,715,South,106097.4,Year,Y,1,12
Asia,Master's,Y,N,5887,South,68369.95,Year,Y,0,145
Europe,High School,N,N,1357,West,72442.94,Year,Y,1,59
Asia,Master's,Y,N,1076,West,63643.41,Year,N,0,14
Asia,Master's,Y,N,341,South,43312.24,Year,Y,0,37
Asia,Doctorate,Y,N,4396,Northeast,56002.17,Year,Y,1,38
Asia,Master's,Y,N,2630,Midwest,84839.4,Year,Y,0,37
Asia,Bachelor's,N,N,3564,South,73531.27,Year,Y,0,25
Asia,Master's,Y,N,5047,West,23825.89,Year,Y,0,16
Asia,Bachelor's,Y,N,3658,West,94773.42,Year,Y,0,41
Asia,Master's,Y,N,2757,Midwest,179907.41,Year,N,0,35
Asia,Bachelor's,N,N,2528,Island,97321.02,Year,N,1,25
Asia,Master's,Y,N,2211,Midwest,83441.8,Year,Y,0,98
South America,Doctorate,Y,N,918,West,16952.2,Year,Y,0,22
Asia,Master's,Y,N,1536,Northeast,92564.34,Year,Y,0,29
Europe,Master's,N,N,1458,West,111339.69,Year,Y,0,18
Africa,High School,N,Y,790,South,31467.3,Year,Y,0,76
Asia,Master's,Y,N,1901,South,39788.79,Year,Y,0,16
Europe,Bachelor's,Y,N,223,Northeast,196.4283,Hour,Y,1,141
Europe,Master's,N,Y,538,Northeast,159956.15,Year,Y,0,23
Asia,Master's,N,N,1502,West,103686.03,Year,Y,0,18
Europe,Doctorate,Y,Y,2815,West,65498.78,Year,Y,0,24
Asia,Bachelor's,N,N,1715,West,145836.56,Year,Y,1,18
Europe,Doctorate,Y,N,631,West,45451.51,Year,Y,0,25
Asia,Bachelor's,Y,N,41517,South,90733.61,Year,Y,0,7
Europe,High School,Y,N,1348,West,51048.08,Year,Y,1,55
Asia,Doctorate,N,Y,5863,South,69813.85,Year,Y,0,18
